,income
36347,1
4359,0
46603,1
35129,1
27740,1
11145,1
20691,1
35873,1
13938,1
1537,1
39269,1
17872,1
20957,1
10708,0
41919,1
2715,1
47732,1
15857,0
45262,0
23506,1
38260,1
753,1
36197,0
14036,0
46063,1
9069,1
7794,1
24760,1
30915,1
38015,1
42876,1
26109,1
334,1
44159,0
25208,1
20481,1
16824,1
12197,1
13662,1
14974,1
40365,0
39580,1
21536,1
4372,1
25289,1
36679,1
17275,1
44778,0
48573,1
37275,0
35137,0
33280,0
37192,1
13023,1
8948,1
46638,0
2961,1
34053,1
43843,1
41376,0
8794,1
8821,1
26792,1
19271,1
13481,1
40450,1
32039,1
3432,1
36053,1
5489,1
6841,1
22994,1
10942,1
752,1
14344,1
9900,0
1675,1
21429,0
44897,1
16118,1
43620,1
15252,1
42491,1
20576,1
32658,1
41567,0
46325,0
34300,1
38489,1
11133,1
19495,1
36926,1
11161,1
46205,0
4125,1
6599,0
31761,0
8000,0
17289,1
33574,1
26257,0
9213,0
1616,0
10591,1
8865,1
23610,1
34103,1
40400,1
31448,0
16303,0
12893,1
12862,1
42191,1
4413,1
7678,0
28293,1
43342,1
11720,1
2526,1
13154,1
32719,1
8660,1
9547,0
14277,0
20819,0
25969,1
15869,0
5964,1
23350,1
814,1
13459,1
17935,1
48286,0
37460,0
10953,0
39013,1
330,1
38126,1
7218,1
22762,0
25976,1
38391,0
34759,1
1160,1
24725,1
30706,1
11558,1
4273,1
18423,1
43826,1
40086,1
31089,1
2579,1
47698,0
27508,0
31052,1
6205,0
2021,1
46041,0
42818,1
47379,0
45230,0
26470,0
4118,1
16835,1
35837,1
41628,1
36918,1
19937,1
24459,1
39054,1
4219,1
36401,1
22138,1
39673,1
39050,1
24169,1
30889,1
31106,0
13695,0
33243,1
33481,1
23475,1
28258,0
29492,1
8936,0
45742,0
39204,1
37904,0
560,1
43085,1
15446,1
44081,1
21667,1
44536,1
29270,1
3593,1
18016,0
47992,1
37005,1
43337,1
10037,1
15197,1
30831,0
21220,1
22541,1
40312,1
8832,1
47955,0
17186,0
45383,1
31051,1
20236,1
13297,1
16096,1
4835,1
22827,0
7651,1
525,1
9809,1
2060,1
20528,1
31001,1
23613,0
26186,0
35206,1
1391,0
21338,0
4388,1
25656,1
37605,1
29045,1
26645,1
32330,1
8825,0
1217,1
43577,1
837,0
17969,0
36318,1
42906,1
11503,1
37069,1
12572,1
41559,1
41306,1
7938,1
40910,1
28534,1
9537,1
48502,1
34972,1
1241,1
19238,1
21741,1
2995,1
40127,1
2032,1
17283,1
41346,1
30055,1
31313,1
16926,1
6817,1
22136,1
32423,1
9988,1
12003,1
26658,1
42563,1
28907,1
37265,1
32739,0
30019,1
33290,1
16440,1
19183,1
3441,1
27811,0
32130,0
32818,1
47932,1
24277,1
47744,1
48219,1
14760,0
23349,1
4274,1
48665,1
23823,1
37115,1
9284,1
43428,1
37608,1
41464,0
34377,1
16225,0
16463,1
3456,1
11787,1
38664,0
46604,1
23378,1
14044,1
34118,0
12120,0
20122,1
18545,1
33707,1
13134,1
24235,1
38195,1
285,0
4120,1
19496,1
39053,0
43074,1
4793,0
39853,1
42199,1
7648,0
6498,1
26893,1
28919,0
18182,1
26630,1
40073,0
13137,1
20303,1
7033,0
44894,0
2544,1
28845,1
45393,0
48124,1
20754,1
47985,1
38045,1
24254,1
47710,1
29419,1
32819,1
8324,1
31977,0
14481,1
43867,1
17412,1
17073,1
7877,1
273,1
37845,1
17322,1
44870,0
14402,1
24738,0
36525,0
7136,1
20952,1
37458,1
47606,1
31147,1
7884,1
48656,1
9747,1
27347,0
12104,1
30777,1
971,1
12630,1
38784,0
19171,1
12,1
10557,0
22697,0
41871,1
33911,1
39070,0
15085,0
9294,1
30394,1
11628,1
9341,1
9557,1
15549,1
41059,1
47191,1
6005,0
41828,0
27273,1
32080,1
24122,0
5792,0
76,1
6478,0
41682,1
23592,0
20452,0
41299,0
16328,1
18644,1
5812,1
21540,0
10193,1
32371,0
1434,1
33450,1
13649,1
350,0
11283,1
15963,1
22897,1
35448,1
16516,0
39018,1
44880,1
35399,1
25335,0
48636,1
41378,0
42882,1
19008,1
46285,1
34403,1
4184,1
27972,0
37296,1
553,1
27755,1
28297,1
12874,0
36140,1
11976,0
12961,0
25762,0
6516,1
15427,1
6943,1
37857,1
36571,1
12807,1
34349,1
8720,1
583,1
36673,1
34216,0
21950,0
5587,1
9068,1
20890,0
37020,1
25455,1
41750,0
17105,1
30097,1
27980,0
35216,1
23442,1
34249,1
18398,1
2969,1
6398,1
26994,1
21023,0
22203,1
19609,1
20718,1
8348,0
39828,1
38436,0
31400,1
25042,1
31010,1
14125,1
44459,1
28155,0
35869,1
30218,1
48423,1
31435,0
45649,1
31854,1
9642,1
39165,1
1957,1
15155,1
24746,0
41348,1
39985,1
40734,0
19026,1
46145,0
24264,1
3410,0
11338,1
33001,1
30974,1
7339,0
33289,1
10500,1
9581,1
24778,0
10241,0
34155,1
46403,0
29040,1
26327,0
16847,0
43286,1
43962,1
29171,0
14947,1
22221,1
10040,1
17929,1
26273,1
48779,0
10475,1
22659,1
40452,0
47265,1
47903,1
21556,1
41000,0
10000,1
11643,1
5460,1
18282,1
13486,1
48556,1
35535,1
1849,0
200,1
1753,1
2541,0
43146,1
43022,1
27341,1
21617,1
30899,1
18541,0
864,1
37882,1
43102,0
48065,1
11391,1
12878,0
18284,0
47605,0
21069,1
22744,1
35451,0
14753,1
36601,0
30221,1
17054,0
8466,1
12203,1
13579,1
1115,0
101,0
2711,1
24457,1
21,1
32610,1
43031,1
16233,1
42461,0
15609,1
6896,1
17625,1
1954,1
6397,1
25876,1
14408,1
45836,1
25614,1
7018,0
25183,1
25599,1
35948,1
1044,1
6181,0
5298,1
1070,1
21993,0
37333,0
23828,1
20760,1
44401,0
16037,1
7645,0
11959,1
18658,1
984,0
6960,0
14926,1
18056,1
39411,1
3614,1
24628,1
5548,1
22730,0
21110,1
34098,1
46605,1
31195,1
7692,1
16692,1
18750,1
48379,0
11313,1
31567,1
38960,1
16505,1
42143,1
4716,1
38836,1
47707,1
20861,1
28387,1
44041,1
23390,1
1651,1
12043,1
41451,1
46627,0
20322,1
20218,1
41468,1
743,1
18291,1
8657,1
39354,1
10440,1
28105,1
42836,1
45241,1
4542,1
25049,1
36264,1
25053,1
12298,1
25057,0
3992,0
40547,1
1259,1
32849,1
16738,1
12181,1
37462,0
46493,1
23364,1
10468,1
34601,1
34688,1
18879,0
46217,1
29191,1
38975,1
21171,1
6391,0
26718,1
16098,1
46199,0
12086,0
15439,1
9742,1
41225,1
14816,0
30861,1
42409,1
17107,1
27048,1
24834,1
29479,1
34365,0
26430,1
29142,1
44436,0
23192,1
16995,1
35265,1
25573,1
2368,1
35142,0
16710,1
6944,1
21380,1
25502,1
25425,0
24366,0
8621,1
29596,1
28485,1
14035,1
34658,1
13384,0
15432,1
42830,1
15280,1
42899,1
47142,0
37931,1
29237,1
14489,1
26419,0
36290,0
43303,0
15189,1
35674,1
40865,1
45372,1
35631,1
15494,0
7346,1
41487,0
24691,1
20168,1
19522,1
2452,1
26178,0
30470,0
26897,1
48555,1
34950,1
22831,1
37249,1
14161,1
11115,1
48272,1
20016,1
33122,1
883,0
40784,1
20186,1
12976,1
37730,1
3255,1
12958,1
7010,1
28267,0
28821,1
17513,0
27922,1
9628,1
9212,1
33181,1
28285,1
24395,0
30015,1
43586,1
6034,1
2392,1
239,1
43810,1
8217,1
21363,1
43888,1
4429,1
15746,0
25287,0
10632,1
39987,1
24569,0
22384,0
5184,0
21749,1
9722,1
34433,1
25495,1
32014,1
9698,1
22533,1
11234,1
41744,1
10336,1
19796,1
38737,1
596,1
44595,1
45868,1
24827,1
16900,1
38980,1
21150,0
23720,1
42034,0
45390,1
14981,1
46255,1
15630,0
34978,1
34180,1
15184,1
7048,1
20227,1
16159,1
3548,1
18063,1
18806,1
40856,0
20079,0
34232,0
43413,1
41590,0
124,1
44681,1
3585,1
19691,0
41770,1
46965,1
30923,1
25621,1
32953,1
6367,1
42070,1
6509,1
28272,0
30049,1
45378,0
2138,1
33939,0
9676,0
40438,1
47330,1
10219,0
33134,1
25966,0
18559,1
369,1
13567,1
10005,1
33960,0
20118,1
29565,1
43288,1
8396,1
14294,0
40114,1
15164,1
14844,1
25415,1
28395,1
15146,0
6010,0
22481,1
10419,1
5949,1
3440,1
46685,1
35687,1
10672,1
10264,0
40023,1
40561,1
11136,1
22876,1
46392,1
18349,1
11553,1
19582,1
6273,1
30410,1
19334,1
14147,0
3532,1
28998,1
44629,0
40583,0
3007,1
12616,1
12646,1
19461,1
43889,1
3426,1
46954,1
35306,1
13402,1
19335,0
14404,1
37601,1
30358,1
36579,1
29120,1
46801,1
40117,1
28225,1
27367,1
103,1
1199,1
5464,1
35255,0
41213,1
20996,0
6877,1
13813,0
22451,0
3137,0
5838,1
10106,1
41683,1
9229,1
44844,1
14827,0
32983,1
14286,1
26360,1
44349,1
25886,1
35540,1
25869,1
34537,0
16916,1
2836,1
33285,1
715,1
41214,0
5998,1
23521,1
40615,1
4763,0
24846,1
2561,1
29450,1
41340,1
43997,1
41603,1
7487,1
38759,1
30784,1
4138,1
20637,1
13609,1
22759,1
1613,0
18061,1
10119,0
46735,0
30741,1
40174,1
34068,1
47806,1
40688,1
36786,1
40809,1
35737,0
6372,1
32076,0
44170,1
17557,1
9332,1
37928,0
32011,1
10623,1
966,0
47380,1
31418,1
35099,1
4870,0
44477,0
23575,1
38456,1
11076,1
4521,1
36720,0
11172,1
26424,1
37030,1
13645,0
3984,1
14558,0
7296,0
19715,1
24358,1
9316,1
10893,1
13066,1
24603,0
20395,1
9616,1
35155,1
26644,1
2027,1
34479,1
8086,1
40955,1
46405,1
23845,0
16735,1
18178,1
23203,1
18389,1
19675,1
244,1
25594,1
20989,1
16408,1
42086,0
6615,1
24193,1
24575,1
8945,1
44485,1
40749,1
2901,0
19111,1
48003,1
27984,1
28255,0
4450,1
47597,0
11556,1
10372,1
33920,0
15530,1
35162,1
30311,1
14778,1
11991,1
10790,0
19140,0
9237,0
26562,1
33144,1
5287,0
21455,1
5956,1
9022,0
27944,1
29407,0
28647,1
17285,1
23283,1
26886,0
12002,1
27615,1
29760,1
17209,0
47827,1
20180,1
17789,0
48697,1
955,1
11206,1
3896,1
44222,1
38445,1
7607,1
22183,1
12842,1
19628,1
47086,1
15133,0
39461,1
1667,1
43508,0
12145,1
25398,1
40900,0
19902,1
44603,0
14360,1
17199,1
42561,0
18163,1
45762,1
42609,1
47829,0
39903,0
29424,1
25643,1
23693,1
46615,1
6752,1
45108,0
1907,1
28852,1
922,1
34828,0
30166,1
6996,1
35211,1
39829,1
33403,1
34826,1
18617,1
46688,1
13511,1
33853,1
42410,1
19098,1
10933,1
37743,1
38007,1
46653,1
6307,1
10401,1
20337,1
15861,1
3999,1
13454,1
14825,1
47469,1
21250,0
30825,1
13730,0
22170,1
3196,1
48661,1
35912,0
28539,1
15904,0
45403,1
28335,1
46827,1
11345,0
15289,1
45959,1
4356,1
44811,1
27387,1
29927,1
28450,1
30758,1
24544,1
20602,0
28323,1
44110,0
40987,1
41607,0
4905,0
6086,1
28721,1
11947,1
5931,0
32246,0
34424,1
33833,1
8108,1
14899,1
42872,1
28684,1
22180,1
30933,1
26685,1
6952,1
16304,1
40240,1
13387,1
8288,1
8449,1
11068,1
5923,1
18863,1
6475,0
3552,0
18865,1
36242,1
43988,1
45470,0
9283,1
30459,1
30323,1
11483,0
29225,1
41060,0
42581,0
27768,1
37840,1
28799,0
35209,1
1573,1
2613,1
48186,1
43375,1
34563,1
15912,1
2325,0
1821,1
27621,1
38824,1
23016,0
26350,0
20463,1
47895,1
7624,0
17389,1
39244,1
19477,1
2042,1
39546,1
35902,1
38196,1
32836,1
22101,1
20628,1
24286,1
34770,1
34384,1
2865,1
42152,1
19137,1
43177,1
944,1
16865,0
23539,1
20301,1
2903,1
7503,0
46417,1
22534,1
39894,1
13995,1
1310,1
31912,1
7391,1
20977,1
42657,0
41708,1
16709,1
37283,1
22424,0
28315,0
31946,0
27355,1
15541,1
40382,0
29506,1
47028,1
12373,1
48064,0
34863,1
2671,1
15393,1
9665,1
7907,1
22794,1
40631,1
30534,1
31264,1
33695,1
28046,1
43870,0
29605,1
24524,1
31746,1
13671,1
34797,1
23062,1
3186,1
48580,1
40454,1
4046,1
42587,1
16882,1
771,1
7410,1
21028,1
45163,1
1341,1
23523,0
1195,1
6958,1
11295,1
19298,0
20519,1
44348,1
1586,1
1925,0
12156,1
46655,1
18908,1
34602,0
47351,1
24339,0
13916,1
21126,1
20808,1
48099,1
7706,1
10913,0
48123,1
30207,1
31337,1
37113,1
47953,1
48396,1
25908,0
33330,0
32281,1
32631,0
20447,1
8629,1
41833,1
9076,1
31696,0
31446,1
34951,0
21840,1
30628,0
16025,0
12821,1
30056,1
7622,1
23331,1
37208,1
4685,0
22462,0
22185,1
22521,0
34583,0
415,0
37899,1
39750,1
31219,1
44097,0
33711,1
47794,0
10133,1
30821,1
27969,1
31507,0
9649,0
28882,1
72,0
26012,1
2065,1
20631,1
12431,1
46232,1
34611,1
28328,1
2832,0
43043,1
35051,1
12302,1
9178,1
45736,0
40197,0
21920,1
43209,1
31461,0
23067,1
26196,1
25188,1
8285,1
25161,1
1395,0
5977,0
3499,1
29737,1
30925,1
35786,1
37233,0
27577,0
35018,1
37090,1
34850,1
36702,1
4745,1
28193,1
43740,1
37575,1
11016,1
21493,1
29853,1
12562,1
47282,1
23244,0
7681,0
36821,1
39000,1
15946,1
43045,1
8924,1
27731,1
40617,1
46245,1
9578,1
17339,0
29062,1
12917,1
28197,0
23796,1
2177,1
4124,1
6561,0
19017,1
34330,0
4681,1
27365,0
24797,1
40510,1
8808,1
40717,0
13350,1
26191,1
13019,1
6413,1
5411,1
35816,1
29025,1
1765,0
17817,1
14414,1
17634,1
27484,0
3898,1
32304,1
2234,1
31016,0
48153,1
33477,1
35012,1
42827,1
35579,1
4007,1
23237,1
45497,1
37119,1
30787,0
13631,0
11249,1
36873,1
29689,1
5738,1
14062,1
42281,1
44555,1
1245,1
35474,1
46906,0
35933,1
27167,1
16750,1
32367,1
13872,1
19891,0
29840,0
839,1
21362,1
20081,1
26251,1
10734,1
46806,1
20655,1
25941,1
43697,1
22689,1
25159,1
8145,1
3285,1
2365,1
48660,0
19278,1
18975,1
31792,1
18283,1
1916,1
47725,1
44819,0
34533,0
5953,1
13603,1
10492,1
228,1
30904,1
27965,1
11564,1
30983,1
16833,0
13762,0
19911,1
34896,1
25675,1
3994,1
26782,1
25813,1
15498,1
43436,1
4033,1
39226,1
19177,1
40905,0
7704,1
11066,0
7085,0
37235,1
37690,1
44532,1
8398,1
36681,1
24319,0
47148,0
40604,1
46600,1
39007,0
48610,1
30280,1
42815,1
17821,1
34931,1
342,0
19872,1
47983,1
16633,1
5440,1
4169,0
21616,1
22362,1
5601,0
38481,1
42641,0
45263,1
40936,1
36426,1
44814,1
19679,1
30155,1
26784,1
39199,0
44943,0
30978,1
46770,0
39478,0
26121,0
34941,1
46104,1
7170,1
7940,1
8247,1
37272,1
30595,1
15981,1
42537,1
1020,1
12403,1
10185,0
36075,1
10999,0
34390,0
16469,1
44381,1
42687,1
19802,1
44543,1
40633,1
5408,0
27877,1
10750,1
15681,1
19107,1
7418,0
6918,1
2253,1
36423,1
45533,0
12882,0
2663,0
13352,0
20229,0
27328,1
12684,1
6931,1
38634,1
39519,1
42307,1
3979,1
24501,1
27700,1
34790,1
41675,0
45509,1
22418,0
9197,0
21855,0
37648,1
47222,1
42000,0
4715,1
4433,0
30401,0
25233,1
25520,1
23185,1
26866,1
3411,1
41779,1
47199,1
21124,0
13601,1
25697,1
25778,1
30830,1
18108,0
41273,1
16940,1
45587,1
44742,1
2598,0
13444,0
6822,1
32271,0
37923,1
48383,1
33621,1
20911,0
21797,1
15973,1
42730,1
1305,0
40672,1
27630,1
10239,1
7392,1
36437,1
6289,0
1766,1
46383,1
18111,0
47271,1
13912,1
48487,0
14651,1
41637,1
160,1
12037,1
2433,0
38688,0
24363,0
20494,0
40592,0
37851,1
26374,1
29752,1
21743,1
11902,1
5524,1
13864,0
23734,1
24472,0
37012,1
23115,1
5865,1
3068,1
45175,1
44619,1
1211,1
716,1
7370,1
29723,0
48023,1
13366,0
25321,1
32258,0
45215,1
33789,1
17321,1
14072,0
22400,1
34988,0
21938,0
27491,1
24781,1
16047,1
20046,0
20475,1
38837,1
40218,0
12753,1
27684,1
32062,1
39538,1
7276,1
22880,1
5365,1
29809,1
29271,1
31653,0
46661,1
45661,1
34200,1
8482,1
31921,1
39292,1
29243,0
38006,1
16180,0
41217,1
27292,1
4597,0
33279,0
28398,1
19533,1
40967,1
19512,1
38686,1
36484,0
8216,1
36912,1
31952,1
14792,1
45674,1
40937,0
43193,1
39868,1
32885,1
13165,1
800,1
4085,1
35006,1
36665,0
28042,1
42455,1
34975,1
38336,1
16001,1
37282,1
6878,1
4792,1
42231,1
39978,1
29747,1
3144,0
17455,1
40644,1
34556,1
16532,1
2255,1
4279,1
8067,1
31828,0
15174,1
29560,0
17195,1
45386,1
22237,1
13498,0
410,1
42580,0
41908,0
607,1
26809,1
20394,1
11056,1
13615,1
5216,1
46628,1
4945,1
5674,0
24040,1
30755,1
21624,0
4405,0
26452,1
638,1
4528,1
42554,1
5723,1
37345,0
18881,1
12626,1
44623,0
40979,1
29777,1
44368,1
41446,1
15860,0
10704,1
38548,1
20384,1
37494,1
32055,1
5673,1
39026,0
38749,1
15431,0
42679,0
47113,1
39799,1
34681,1
18377,1
38966,1
13638,1
9884,0
43536,1
26151,0
33253,0
5161,1
21188,0
402,0
13101,1
27707,1
46354,1
48349,1
4682,1
10709,0
1569,1
10306,1
14829,1
4783,1
19126,1
19130,0
3324,1
27854,1
42843,1
39779,0
35834,0
28136,0
9765,1
23381,0
42075,1
3122,0
45877,1
23922,1
32737,1
15570,1
27056,1
5804,1
24298,1
38565,1
5359,1
45314,1
20019,1
4128,1
28011,1
6540,1
48476,0
10409,0
1928,1
39858,1
14020,1
45126,1
12856,1
9166,0
37559,0
44181,1
19352,1
41344,1
21293,1
47440,1
35191,1
44641,0
24855,1
12390,1
21072,1
28769,1
30832,1
5014,0
35404,1
22644,0
26730,1
44673,1
13309,1
4293,1
3691,1
48706,1
16274,1
30274,1
14434,1
41501,1
23181,0
45098,1
17960,1
2498,0
26636,1
17981,1
46885,1
10393,0
32406,1
8824,0
33827,0
28226,1
34388,1
21537,1
5631,1
42355,0
24220,0
39261,1
33805,1
44524,1
8959,1
20073,1
47462,1
20750,1
22073,1
5724,1
5786,1
26129,0
43692,0
32548,1
45455,1
16009,1
30836,1
25702,1
4581,1
674,0
25329,1
15633,0
21615,1
21565,1
24804,1
455,0
25044,1
9653,1
2643,0
34136,1
37257,0
27676,1
18317,1
14362,1
25201,1
38556,1
46188,0
11309,0
17873,1
32545,0
26238,1
32758,0
30790,1
38606,0
149,1
3510,1
37354,1
498,1
44044,1
20108,1
44091,0
24362,0
9741,0
39720,0
14989,1
10973,1
34657,1
18598,0
45896,1
38308,1
28449,1
44584,1
29389,1
40391,1
14780,1
8995,1
45001,1
208,0
4341,0
10172,1
18079,1
43184,1
21740,1
18100,1
44234,1
16884,1
35187,0
29685,1
7209,1
9859,1
22119,1
7471,1
7682,1
35315,1
25396,1
39763,1
29160,1
4616,1
42029,0
28576,1
8823,1
45889,0
44978,0
16874,0
14142,0
13157,1
13754,0
33867,1
31680,0
27840,0
47339,1
32473,1
6524,0
40062,1
31360,1
6709,1
28338,1
45401,0
11317,1
47764,1
48587,1
28456,1
31927,1
47361,1
17531,1
15776,1
20134,0
18882,0
30917,1
35793,1
8750,1
39030,1
17982,1
30990,1
26209,0
46059,1
37715,0
31595,1
10769,0
35434,1
9877,0
44171,1
31180,0
20172,1
48256,1
13524,1
12547,0
21395,1
31390,0
36488,1
34263,1
41654,0
9092,1
26896,1
12142,1
18921,1
32016,0
17497,1
39241,1
14255,1
14107,1
17804,0
24272,0
26462,1
48268,0
30108,1
25156,1
40575,1
23696,1
6061,1
30829,1
8322,1
1866,1
10568,1
4204,1
35147,1
46447,1
45389,1
26131,1
40797,0
27879,1
35755,0
36530,1
44809,1
29966,1
26285,1
31984,1
3047,1
39142,0
8076,1
6073,1
27624,1
24484,1
47378,0
7074,1
48773,1
306,1
41012,1
15175,1
3143,0
22184,1
33937,0
21327,1
6324,0
35558,1
5920,1
44034,0
2411,1
43035,0
31426,1
11275,0
31837,1
41362,0
44012,1
22365,1
32637,1
24421,1
32796,1
42809,1
45709,0
7799,1
19893,0
38886,1
18620,1
21801,1
41602,0
19120,0
27339,1
812,1
40140,1
19339,1
29323,1
16315,1
11053,1
44467,1
21962,1
42117,1
30234,0
23767,1
27710,0
5392,1
10111,1
18037,1
39373,1
36017,0
19935,1
31624,1
12234,1
35711,1
15612,0
44026,1
47739,0
33644,1
6953,1
27007,0
5803,1
11743,1
3300,1
32201,1
9290,1
32860,1
29518,1
26172,0
1787,0
30763,1
1008,0
1283,1
40335,1
46780,1
6242,1
5791,0
25695,1
42467,1
6082,0
44784,1
28660,1
5870,1
38512,0
16753,1
36351,1
45725,1
6609,0
24516,1
44689,1
1994,0
9792,1
9012,1
10295,1
10238,1
31994,1
19413,1
21990,1
31660,1
46597,0
22075,1
41991,0
14353,0
37349,1
13131,1
33646,1
25187,1
2657,1
5202,0
35787,1
31367,0
37102,1
3838,1
6046,1
40780,1
26815,1
24108,0
17985,1
26428,1
39218,1
40155,1
43804,1
36819,1
16570,1
655,1
25659,1
40595,1
27278,1
7760,1
1703,1
34457,0
35678,1
17469,1
4176,0
45608,1
31976,1
8049,1
40932,1
8531,1
19321,1
36067,1
4311,0
47144,1
30517,1
22378,1
8929,1
4576,1
45373,1
41201,1
44550,1
25496,1
7816,1
34070,1
17903,1
13007,1
22727,1
619,0
20659,0
27032,0
2034,1
23844,0
44326,0
15381,0
29771,0
46474,0
12152,0
17977,1
36919,0
16038,1
16134,1
13784,1
26524,0
41497,1
37876,0
33624,1
2366,1
41277,0
7303,1
1532,0
22729,1
48523,1
32144,1
29428,1
13919,1
8564,1
38670,1
7718,0
21532,1
5397,0
4027,1
41169,1
5588,0
31058,1
16417,1
40387,1
39137,1
44412,1
44505,1
44563,1
7232,1
34587,1
18007,1
26727,0
24897,1
38674,0
35092,1
22275,0
42427,1
43272,1
41532,1
2298,1
8682,0
1192,1
8958,1
32589,1
15058,1
1410,1
12006,1
42183,1
7423,0
10818,1
23681,0
23263,1
6785,0
45335,1
15402,1
8894,1
24930,1
43568,0
1972,0
32595,1
38952,0
23342,1
13282,1
32098,0
18717,1
10352,1
31491,0
22625,1
44871,1
6340,1
24985,1
1316,0
30429,0
29255,0
10019,1
15178,1
9217,0
4075,0
31881,0
18224,1
29612,1
32383,1
30803,1
3707,0
43638,1
23991,1
42453,0
29125,1
25494,1
38302,1
5504,1
1356,1
17787,0
8619,1
41117,1
2947,1
30537,1
47147,0
41639,1
37868,0
15908,1
45989,1
19832,1
10036,1
45622,0
33964,1
11155,0
39743,1
43901,1
8697,1
9783,1
27623,1
4254,1
19510,1
1037,1
28785,1
25020,1
8528,1
42550,1
25260,0
41661,1
29174,1
33118,0
11896,0
37040,1
29223,1
46157,1
7550,0
13622,1
21858,1
47484,1
43238,1
3463,1
36914,1
6796,1
38516,1
10149,1
26354,1
4570,1
2708,1
31481,0
48776,0
12892,1
8205,0
40965,1
43662,1
48147,1
37428,1
1635,0
11910,1
24901,1
8882,1
13613,1
7857,1
15063,1
27164,1
30860,1
6807,1
19763,0
13094,1
31669,0
8029,0
13832,1
44886,1
26812,1
22052,1
3583,0
30851,1
7086,1
39896,0
2765,1
26904,1
16554,1
38707,0
11353,1
31347,1
43044,1
41461,1
44078,0
32521,1
34845,1
18217,1
4141,1
15328,1
13830,0
20569,0
8585,1
31681,0
30285,1
8245,1
45911,1
27548,1
25323,1
38571,1
14233,1
25220,1
33231,1
19678,1
26154,1
24602,0
30872,1
12962,0
9781,1
46882,1
22834,1
36850,1
33963,0
19052,1
16997,1
24398,1
5131,1
21049,1
43066,0
14367,0
45988,1
923,1
42395,1
8242,1
26635,1
38323,1
11646,1
12477,0
9895,1
2156,1
33993,1
37884,1
44546,1
32102,0
31084,0
22482,1
20174,1
4397,1
47287,1
26016,1
17712,1
36745,0
25381,0
31942,1
4207,1
5926,1
27682,1
42668,1
42825,0
24117,1
1075,1
35183,1
24036,0
31632,1
30333,1
8512,1
17024,0
40476,0
42184,1
42207,1
13587,1
25776,1
3778,1
12592,1
30716,1
10484,1
16930,0
10815,0
47872,1
16989,0
1156,0
41280,0
48368,1
33367,1
22898,1
18152,1
15916,1
18650,1
20621,1
16360,1
8297,1
36248,0
12227,1
23395,1
3835,1
3190,0
17265,0
32722,1
24135,1
9392,0
18431,0
1376,1
21621,0
41334,1
43512,0
6886,1
26995,1
13330,1
16596,0
22106,1
23321,1
46289,0
41653,1
48592,1
3130,1
41128,1
16517,1
28832,0
11027,0
47652,1
10497,1
47485,1
114,1
6026,1
28393,0
47683,1
19363,0
24090,1
46246,1
31840,0
8003,1
1327,0
43806,1
24287,1
19882,1
10216,1
10602,1
29022,1
28927,1
12560,0
29839,0
15256,1
37921,1
41478,1
24261,1
23630,1
3544,1
36156,1
26518,1
899,1
46793,1
33054,1
37864,1
41162,0
39375,0
27912,1
8694,0
4509,1
12589,1
23403,0
24416,1
46065,0
19275,1
25369,0
29005,0
7537,1
30279,1
37110,1
29928,1
41867,1
14182,1
17349,1
8019,1
42592,1
30902,1
43657,0
29939,1
26548,1
40556,1
34565,0
6240,1
26867,1
20979,1
20723,0
46726,1
6036,0
32992,1
2202,1
16289,1
474,1
1509,1
5062,0
19907,1
20950,1
37869,1
17312,1
7570,1
45379,1
15910,1
40138,1
45749,1
41084,0
20748,1
31422,1
25243,0
18926,1
982,1
44799,1
40741,1
31229,0
15840,1
23664,0
911,1
43557,0
1271,1
45172,1
31611,1
47906,1
23737,1
42474,1
38559,1
1881,0
6933,1
37436,1
16663,0
43761,1
29824,1
459,1
8233,1
44890,1
42276,1
26787,1
6056,1
30558,1
18754,1
2819,1
47125,1
22334,0
7397,1
27701,1
32256,0
42768,0
15227,1
35522,0
45045,1
2719,0
386,1
18924,1
1050,1
31848,0
43706,1
27075,0
1966,1
23385,1
30196,1
25903,1
40527,1
30258,0
8725,0
43833,1
33195,1
19118,1
40569,0
34361,0
20826,1
45412,1
3713,1
26790,1
19317,1
19233,1
34130,1
19364,0
15404,1
8080,1
38255,1
12889,0
44588,1
3822,1
12897,1
30475,1
33769,1
23168,1
31786,0
32822,1
45982,0
36697,1
37788,1
16443,1
23743,1
46974,0
6557,1
4692,0
42966,1
47842,1
5831,0
2637,0
7300,1
286,0
18878,0
34982,1
13296,1
13389,1
45033,1
23426,1
20987,0
24014,0
14098,1
40998,1
35121,1
5420,1
20940,1
45129,1
48808,1
7663,1
4588,1
16773,1
14437,1
8954,0
43550,1
9359,1
5688,0
23303,0
17372,1
24197,1
7711,1
42064,1
693,1
38659,0
27804,1
36341,0
41294,1
33483,1
40891,1
18384,1
48456,1
16897,0
1894,1
289,1
17930,1
16468,0
24550,1
5466,1
42834,0
5439,1
34929,0
33986,0
43032,1
15661,1
39392,1
45530,1
26091,1
3203,1
30485,0
20214,1
27670,0
11579,1
22469,1
37285,1
36642,1
34646,1
20665,1
38,0
31131,1
16077,1
43437,1
36967,0
47260,0
45941,0
31298,1
24731,1
40473,1
48509,0
16843,1
23897,0
38729,0
47528,1
43654,1
24645,1
46239,1
47795,1
9040,1
9699,1
15503,1
43130,0
24615,1
38722,0
37583,1
22240,1
15781,1
13403,1
4353,1
46828,0
40357,0
29332,1
4474,0
37566,1
3770,1
